id,src,tgt,score,status,flag_reason
11323,"Spiral-point nails penetrate tough materials, useful when attaching metal brackets.","As unhas de ponta espiral penetram em materiais duros, úteis ao anexar suportes metálicos.",,flagged,Target LangID failed (got __label__gl)
11337,Identify the correct gauge wire for the circuit breaker panel connection.,Identifique o fio de calibre correto para a conexão do painel do disjuntor.,,flagged,Target LangID failed (got __label__es)
11340,The diagram shows how the neutral wire connects to the ground rod.,O diagrama mostra como o fio neutro se conecta à haste de terra.,,flagged,Target LangID failed (got __label__es)
11346,Using a stud finder helps locate existing wiring before drilling for plumbing pipes.,O uso de um localizador de stud ajuda a localizar a fiação existente antes de perfurar para tubulações de encanamento.,,flagged,Length ratio out of bounds (1.54)
11352,Identify the dovetail joint connecting these two cedar cabinet corners.,Identifique a articulação de cauda de pomba que conecta esses dois cantos do armário de cedro.,,flagged,Length ratio out of bounds (1.60)
11361,Water pressure testing confirms that all soldered joints are completely leak-proof.,Testes de pressão de água confirmam que todas as juntas soldadas são completamente à prova de vazamento.,,flagged,Length ratio out of bounds (1.55)
11374,Visual inspection confirms the strength and leak-proof nature of all joints.,A inspeção visual confirma a força e a natureza à prova de vazamento de todas as articulações.,,flagged,Length ratio out of bounds (1.55)
11402,Carpenters analyze structural blueprints to understand load-bearing walls.,Os carpinteiros analisam os projetos estruturais para entender as paredes de suporte de carga.,,flagged,Length ratio out of bounds (1.75)
11406,Electrical blueprints specify junction box placements and required voltage levels.,Os projetos elétricos especificam os posicionamentos da caixa de junção e os níveis de tensão necessários.,,flagged,Length ratio out of bounds (1.60)
11408,Accurately estimating lumber costs requires checking local supplier pricing sheets.,Estimar com precisão os custos da madeira requer a verificação das folhas de preços dos fornecedores locais.,,flagged,Length ratio out of bounds (1.70)
11409,"Plumbers must calculate pipe material costs, considering copper and PVC options.","Os encanadores devem calcular os custos do material do tubo, considerando as opções de cobre e PVC.",,flagged,Length ratio out of bounds (1.55)
11410,Electrical estimates involve quantifying wiring gauges and junction box requirements precisely.,Estimativas elétricas envolvem a quantificação de medidores de fiação e requisitos de caixa de junção com precisão.,,flagged,Length ratio out of bounds (1.55)
11512,"We efficiently guided guests through the check-in process, making them feel immediately welcomed.","Nós orientamos os hóspedes de forma eficiente durante o processo de check-in, fazendo com que eles se sintam imediatamente bem-vindos.",,flagged,Length ratio out of bounds (1.54)
11532,Could I please review your statement? I need to clarify these additional service fees.,Preciso de esclarecer estas taxas de serviço adicionais.,,flagged,Length ratio out of bounds (0.57)
11632,"Since the factory implemented stricter safety protocols, employee accidents drastically decreased. This improvement ensured a safer workplace and reduced operational downtime considerably.","Uma vez que a fábrica implementou protocolos de segurança mais rigorosos, os acidentes de trabalho diminuíram drasticamente. Essa melhoria garantiu um local de trabalho mais seguro e reduziu consideravelmente o tempo de inatividade operacional.",,flagged,Length ratio out of bounds (1.55)
11751,"A high degree of model interpretability is desired by users. This transparency helps stakeholders understand *why* a prediction was made, building trust in the system.","Um alto grau de interpretabilidade do modelo é desejado pelos usuários. Essa transparência ajuda as partes interessadas a entender * por que * uma previsão foi feita, construindo confiança no sistema.",,flagged,HTML/Markdown detected in target
11753,Rising global temperatures melt polar ice caps. This rapid sea-level rise threatens coastal communities and disrupts marine ecosystems worldwide.,O aumento das temperaturas globais derrete as calotas polares. Este rápido aumento do nível do mar ameaça as comunidades costeiras e perturba os ecossistemas marinhos em todo o mundo.,,flagged,Length ratio out of bounds (1.53)
11755,"Implementing a four-day work week boosted employee morale. Consequently, productivity remained high, suggesting a better work-life balance is beneficial.","A implementação de uma semana de trabalho de quatro dias impulsionou a moral dos funcionários. Consequentemente, a produtividade permaneceu alta, sugerindo que um melhor equilíbrio entre vida profissional e pessoal é benéfico.",,flagged,Length ratio out of bounds (1.68)
11821,"The evidence shows that reading improves vocabulary. However, I argue that consistent, immersive practice—not just reading—is what truly solidifies language mastery over time.","A evidência mostra que a leitura melhora o vocabulário. No entanto, eu argumento que a prática consistente e imersiva – não apenas a leitura – é o que realmente solidifica o domínio da linguagem ao longo do tempo.",,flagged,Length ratio out of bounds (1.65)
11830,I wonder if there's an alternative solution? Maybe revisiting the initial budget constraints could open up some unexpected possibilities.,Talvez revisitar as restrições orçamentárias iniciais possa abrir algumas possibilidades inesperadas.,,flagged,Length ratio out of bounds (0.58)
11877,"Different generations hold varied views on work-life balance. Younger workers prioritize flexibility, while older ones value stability and tradition.","Diferentes gerações têm visões variadas sobre o equilíbrio entre trabalho e vida pessoal. Os trabalhadores mais jovens priorizam a flexibilidade, enquanto os mais velhos valorizam a estabilidade e a tradição.",,flagged,Length ratio out of bounds (1.58)
12455,"Identifying the root cause of the main conflict early on helps the writer maintain thematic coherence. Understanding *why* the characters are struggling—be it injustice, prejudice, or fate—ensures that the resolution feels earned and meaningful.","Identificar a causa raiz do conflito principal no início ajuda o escritor a manter a coerência temática. Compreender * por que * os personagens estão lutando - seja injustiça, preconceito ou destino - garante que a resolução se sinta ganha e significativa.",,flagged,HTML/Markdown detected in target
12484,"Instead of a final battle, the narrative slows down, focusing on the aftermath. Little details, such as mended clothes or shared meals, emphasized the return to normalcy after extraordinary circumstances.","Poucos detalhes, como roupas consertadas ou refeições compartilhadas, enfatizaram o retorno à normalidade após circunstâncias extraordinárias.",,flagged,Length ratio out of bounds (0.53)
12508,"For the beginning, instead of summarizing the conflict, open with an action sequence. Start *in medias res*, dropping the reader directly into a moment of high tension, letting them piece together the backstory later.","Para o início, em vez de resumir o conflito, abra com uma sequência de ação. Comece *em medias res*, deixando o leitor cair diretamente em um momento de alta tensão, deixando-os juntar a história de fundo mais tarde.",,flagged,HTML/Markdown detected in target
13316,She never forgets to bring her reusable shopping bags with her.,Ela nunca se esquece de trazer suas sacolas de compras reutilizáveis com ela.,,flagged,Duplicate source sentence
13360,I always drink a cup of coffee first thing in the morning.,Eu sempre bebo uma xícara de café logo pela manhã.,,flagged,Duplicate source sentence
13362,We sometimes visit the museum when we are in the city.,"s vezes, visitamos o museu quando estamos na cidade.",,flagged,Duplicate source sentence
13530,We like spending time outdoors better than staying inside all weekend.,Gostamos de passar o tempo ao ar livre melhor do que ficar dentro durante todo o fim de semana.,,flagged,Length ratio out of bounds (1.73)
13557,They like spending time outdoors better than staying inside all day.,Eles gostam de passar o tempo ao ar livre melhor do que ficar dentro o dia todo.,,flagged,Length ratio out of bounds (1.55)
13621,She seems happier doing outdoor activities instead of staying indoors.,Ela parece mais feliz fazendo atividades ao ar livre em vez de ficar dentro de casa.,,flagged,Length ratio out of bounds (1.60)
13674,"He likes spicy food better than bland meals, especially for dinner tonight.","Ele gosta de comida picante melhor do que refeições sem graça, especialmente para o jantar de hoje à noite.",,flagged,Length ratio out of bounds (1.58)
13968,She's wearing a uniform. She must be a doctor. Maybe she works at the hospital nearby.,"Deve ser médica, talvez trabalhe no hospital nas proximidades.",,flagged,Length ratio out of bounds (0.56)
